"year","mm-dd","location","parameter","unit","datatype","value"
2023,"4-23","MAL","wtemp","F","WaterTemperature",60.613
2023,"4-24","MAL","wtemp","F","WaterTemperature",61.125
2023,"4-25","MAL","wtemp","F","WaterTemperature",61.613
2023,"4-26","MAL","wtemp","F","WaterTemperature",62.263
2023,"4-27","MAL","wtemp","F","WaterTemperature",63.175
2023,"4-28","MAL","wtemp","F","WaterTemperature",63.979
2023,"4-29","MAL","wtemp","F","WaterTemperature",64.433
2023,"4-30","MAL","wtemp","F","WaterTemperature",64.271
2023,"5-1","MAL","wtemp","F","WaterTemperature",63.054
2023,"5-2","MAL","wtemp","F","WaterTemperature",61.983
2023,"5-3","MAL","wtemp","F","WaterTemperature",61.533
2023,"5-4","MAL","wtemp","F","WaterTemperature",61.079
2023,"5-5","MAL","wtemp","F","WaterTemperature",60.533
2023,"5-6","MAL","wtemp","F","WaterTemperature",60.133
2023,"5-7","MAL","wtemp","F","WaterTemperature",60.117
2023,"5-8","MAL","wtemp","F","WaterTemperature",60.158
2023,"5-9","MAL","wtemp","F","WaterTemperature",60.317
2023,"5-10","MAL","wtemp","F","WaterTemperature",60.47
2023,"5-11","MAL","wtemp","F","WaterTemperature",60.854
2023,"5-12","MAL","wtemp","F","WaterTemperature",61.563
2023,"5-13","MAL","wtemp","F","WaterTemperature",62.454
2023,"5-14","MAL","wtemp","F","WaterTemperature",63.475
2023,"5-15","MAL","wtemp","F","WaterTemperature",64.308
2023,"5-16","MAL","wtemp","F","WaterTemperature",64.879
2023,"5-17","MAL","wtemp","F","WaterTemperature",65.546
2023,"5-18","MAL","wtemp","F","WaterTemperature",65.796
2023,"5-19","MAL","wtemp","F","WaterTemperature",65.883
2023,"5-20","MAL","wtemp","F","WaterTemperature",65.758
2023,"5-21","MAL","wtemp","F","WaterTemperature",65.857
2023,"5-22","MAL","wtemp","F","WaterTemperature",66.183
2023,"5-23","MAL","wtemp","F","WaterTemperature",66.495
2023,"5-24","MAL","wtemp","F","WaterTemperature",66.358
2023,"5-25","MAL","wtemp","F","WaterTemperature",66.059
2023,"5-26","MAL","wtemp","F","WaterTemperature",65.475
2023,"5-27","MAL","wtemp","F","WaterTemperature",65.029
2023,"5-28","MAL","wtemp","F","WaterTemperature",64.508
2023,"5-29","MAL","wtemp","F","WaterTemperature",64.225
2023,"5-30","MAL","wtemp","F","WaterTemperature",64.229
2023,"5-31","MAL","wtemp","F","WaterTemperature",64.146
2023,"6-1","MAL","wtemp","F","WaterTemperature",64.567
2023,"6-2","MAL","wtemp","F","WaterTemperature",65.238
2023,"6-3","MAL","wtemp","F","WaterTemperature",66.004
2023,"6-4","MAL","wtemp","F","WaterTemperature",66.779
2023,"6-5","MAL","wtemp","F","WaterTemperature",66.983
2023,"6-6","MAL","wtemp","F","WaterTemperature",66.7
2023,"6-7","MAL","wtemp","F","WaterTemperature",66.6
2023,"6-8","MAL","wtemp","F","WaterTemperature",66.95
2023,"6-9","MAL","wtemp","F","WaterTemperature",67.046
2023,"6-10","MAL","wtemp","F","WaterTemperature",66.721
2023,"6-11","MAL","wtemp","F","WaterTemperature",66.342
2023,"6-12","MAL","wtemp","F","WaterTemperature",66.092
2023,"6-13","MAL","wtemp","F","WaterTemperature",66.025
2023,"6-14","MAL","wtemp","F","WaterTemperature",66.196
2023,"6-15","MAL","wtemp","F","WaterTemperature",66.371
2023,"6-16","MAL","wtemp","F","WaterTemperature",66.667
2023,"6-17","MAL","wtemp","F","WaterTemperature",66.939
2023,"6-18","MAL","wtemp","F","WaterTemperature",67.213
2023,"6-19","MAL","wtemp","F","WaterTemperature",67.088
2023,"6-20","MAL","wtemp","F","WaterTemperature",67.175
2023,"6-21","MAL","wtemp","F","WaterTemperature",67.513
2023,"6-22","MAL","wtemp","F","WaterTemperature",67.378
2023,"6-23","MAL","wtemp","F","WaterTemperature",67.458
2023,"6-24","MAL","wtemp","F","WaterTemperature",67.454
2023,"6-25","MAL","wtemp","F","WaterTemperature",67.421
2023,"6-26","MAL","wtemp","F","WaterTemperature",67.325
2023,"6-27","MAL","wtemp","F","WaterTemperature",67.408
2023,"6-28","MAL","wtemp","F","WaterTemperature",67.433
2023,"6-29","MAL","wtemp","F","WaterTemperature",67.722
2023,"6-30","MAL","wtemp","F","WaterTemperature",68.55
2023,"7-1","MAL","wtemp","F","WaterTemperature",69.483
2023,"7-2","MAL","wtemp","F","WaterTemperature",70.342
2023,"7-3","MAL","wtemp","F","WaterTemperature",70.579
2023,"7-4","MAL","wtemp","F","WaterTemperature",70.108
2023,"7-5","MAL","wtemp","F","WaterTemperature",69.546
2023,"7-6","MAL","wtemp","F","WaterTemperature",69.071
2023,"7-7","MAL","wtemp","F","WaterTemperature",68.825
2023,"7-8","MAL","wtemp","F","WaterTemperature",68.583
2023,"7-9","MAL","wtemp","F","WaterTemperature",68.196
2023,"7-10","MAL","wtemp","F","WaterTemperature",68.275
2023,"7-11","MAL","wtemp","F","WaterTemperature",68.854
2023,"7-12","MAL","wtemp","F","WaterTemperature",69.042
2023,"7-13","MAL","wtemp","F","WaterTemperature",69.471
2023,"7-14","MAL","wtemp","F","WaterTemperature",69.933
2023,"7-15","MAL","wtemp","F","WaterTemperature",70.517
2023,"7-16","MAL","wtemp","F","WaterTemperature",71.478
2023,"7-17","MAL","wtemp","F","WaterTemperature",71.958
2023,"7-18","MAL","wtemp","F","WaterTemperature",72.021
2023,"7-19","MAL","wtemp","F","WaterTemperature",71.971
2023,"7-20","MAL","wtemp","F","WaterTemperature",72.071
2023,"7-21","MAL","wtemp","F","WaterTemperature",72.579
2023,"7-22","MAL","wtemp","F","WaterTemperature",73.125
2023,"7-23","MAL","wtemp","F","WaterTemperature",73.517
2023,"7-24","MAL","wtemp","F","WaterTemperature",73.458
2023,"7-25","MAL","wtemp","F","WaterTemperature",73.538
2023,"7-26","MAL","wtemp","F","WaterTemperature",73.592
2023,"7-27","MAL","wtemp","F","WaterTemperature",73.154
2023,"7-28","MAL","wtemp","F","WaterTemperature",72.917
2023,"7-29","MAL","wtemp","F","WaterTemperature",72.617
2023,"7-30","MAL","wtemp","F","WaterTemperature",72.379
2023,"7-31","MAL","wtemp","F","WaterTemperature",72.225
2023,"8-1","MAL","wtemp","F","WaterTemperature",72.021
2023,"8-2","MAL","wtemp","F","WaterTemperature",71.692
2023,"8-3","MAL","wtemp","F","WaterTemperature",71.404
2023,"8-4","MAL","wtemp","F","WaterTemperature",71.543
2023,"8-5","MAL","wtemp","F","WaterTemperature",71.913
2023,"8-6","MAL","wtemp","F","WaterTemperature",72.571
2023,"8-7","MAL","wtemp","F","WaterTemperature",73.204
2023,"8-8","MAL","wtemp","F","WaterTemperature",72.821
2023,"8-9","MAL","wtemp","F","WaterTemperature",72.2
2023,"8-10","MAL","wtemp","F","WaterTemperature",72.079
2023,"8-11","MAL","wtemp","F","WaterTemperature",72.079
2023,"8-12","MAL","wtemp","F","WaterTemperature",72.038
2023,"8-13","MAL","wtemp","F","WaterTemperature",72.246
2023,"8-14","MAL","wtemp","F","WaterTemperature",72.488
2023,"8-15","MAL","wtemp","F","WaterTemperature",72.748
2023,"8-16","MAL","wtemp","F","WaterTemperature",73.008
2023,"8-17","MAL","wtemp","F","WaterTemperature",73.242
2023,"8-18","MAL","wtemp","F","WaterTemperature",72.938
2023,"8-19","MAL","wtemp","F","WaterTemperature",72.613
2023,"8-20","MAL","wtemp","F","WaterTemperature",72.758
2023,"8-21","MAL","wtemp","F","WaterTemperature",73.067
2023,"8-22","MAL","wtemp","F","WaterTemperature",73.429
2023,"8-23","MAL","wtemp","F","WaterTemperature",74.113
2023,"8-24","MAL","wtemp","F","WaterTemperature",74.3
2023,"8-25","MAL","wtemp","F","WaterTemperature",73.642
2023,"8-26","MAL","wtemp","F","WaterTemperature",73.183
2023,"8-27","MAL","wtemp","F","WaterTemperature",72.854
2023,"8-28","MAL","wtemp","F","WaterTemperature",72.792
2023,"8-29","MAL","wtemp","F","WaterTemperature",72.558
2023,"8-30","MAL","wtemp","F","WaterTemperature",72.846
2023,"8-31","MAL","wtemp","F","WaterTemperature",72.963
2023,"9-1","MAL","wtemp","F","WaterTemperature",72.2
2023,"9-2","MAL","wtemp","F","WaterTemperature",71.929
2023,"9-3","MAL","wtemp","F","WaterTemperature",71.929
2023,"9-4","MAL","wtemp","F","WaterTemperature",71.867
2023,"9-5","MAL","wtemp","F","WaterTemperature",71.954
2023,"9-6","MAL","wtemp","F","WaterTemperature",71.396
2023,"9-7","MAL","wtemp","F","WaterTemperature",70.946
2023,"9-8","MAL","wtemp","F","WaterTemperature",70.908
2023,"9-9","MAL","wtemp","F","WaterTemperature",70.854
2023,"9-10","MAL","wtemp","F","WaterTemperature",70.504
2023,"9-11","MAL","wtemp","F","WaterTemperature",70.483
2023,"9-12","MAL","wtemp","F","WaterTemperature",70.488
2023,"9-13","MAL","wtemp","F","WaterTemperature",70.558
2023,"9-14","MAL","wtemp","F","WaterTemperature",70.413
2023,"9-15","MAL","wtemp","F","WaterTemperature",70.208
2023,"9-16","MAL","wtemp","F","WaterTemperature",69.792
2023,"9-17","MAL","wtemp","F","WaterTemperature",69.318
2023,"9-18","MAL","wtemp","F","WaterTemperature",69.113
2023,"9-19","MAL","wtemp","F","WaterTemperature",68.95
2023,"9-20","MAL","wtemp","F","WaterTemperature",68.592
2023,"9-21","MAL","wtemp","F","WaterTemperature",68.35
2023,"9-22","MAL","wtemp","F","WaterTemperature",68.329
2023,"9-23","MAL","wtemp","F","WaterTemperature",67.742
2023,"9-24","MAL","wtemp","F","WaterTemperature",67.313
2023,"9-25","MAL","wtemp","F","WaterTemperature",67.079
2023,"9-26","MAL","wtemp","F","WaterTemperature",67.513
2023,"9-27","MAL","wtemp","F","WaterTemperature",67.438
2023,"9-28","MAL","wtemp","F","WaterTemperature",67.4
2023,"9-29","MAL","wtemp","F","WaterTemperature",67.304
2023,"9-30","MAL","wtemp","F","WaterTemperature",67.079
2023,"10-1","MAL","wtemp","F","WaterTemperature",67.039
2023,"10-2","MAL","wtemp","F","WaterTemperature",66.967
2023,"10-3","MAL","wtemp","F","WaterTemperature",67
2023,"10-4","MAL","wtemp","F","WaterTemperature",67.475
2023,"10-5","MAL","wtemp","F","WaterTemperature",67.838
2023,"10-6","MAL","wtemp","F","WaterTemperature",68.35
2023,"10-7","MAL","wtemp","F","WaterTemperature",68.471
2023,"10-8","MAL","wtemp","F","WaterTemperature",68.504
2023,"10-9","MAL","wtemp","F","WaterTemperature",67.821
2023,"10-10","MAL","wtemp","F","WaterTemperature",67.567
2023,"10-11","MAL","wtemp","F","WaterTemperature",67.054
2023,"10-12","MAL","wtemp","F","WaterTemperature",66.804
2023,"10-13","MAL","wtemp","F","WaterTemperature",66.733
2023,"10-14","MAL","wtemp","F","WaterTemperature",66.629
2023,"10-15","MAL","wtemp","F","WaterTemperature",66.808
2023,"10-16","MAL","wtemp","F","WaterTemperature",66.763
2023,"10-17","MAL","wtemp","F","WaterTemperature",66.965
2023,"10-18","MAL","wtemp","F","WaterTemperature",67.254
2023,"10-19","MAL","wtemp","F","WaterTemperature",67.654
2023,"10-20","MAL","wtemp","F","WaterTemperature",67.35
2023,"10-21","MAL","wtemp","F","WaterTemperature",66.879
2023,"10-22","MAL","wtemp","F","WaterTemperature",66.4
2023,"10-23","MAL","wtemp","F","WaterTemperature",66.438
2023,"10-24","MAL","wtemp","F","WaterTemperature",66.442
2023,"10-25","MAL","wtemp","F","WaterTemperature",65.804
2023,"10-26","MAL","wtemp","F","WaterTemperature",65.017
2023,"10-27","MAL","wtemp","F","WaterTemperature",64.304
2023,"10-28","MAL","wtemp","F","WaterTemperature",63.642
2023,"10-29","MAL","wtemp","F","WaterTemperature",62.738
2023,"10-30","MAL","wtemp","F","WaterTemperature",62.296
2023,"10-31","MAL","wtemp","F","WaterTemperature",62.05
2023,"11-1","MAL","wtemp","F","WaterTemperature",61.921
2023,"11-2","MAL","wtemp","F","WaterTemperature",61.958
2023,"11-3","MAL","wtemp","F","WaterTemperature",62.079
2023,"11-4","MAL","wtemp","F","WaterTemperature",62.217
2023,"11-5","MAL","wtemp","F","WaterTemperature",62.167
2023,"11-6","MAL","wtemp","F","WaterTemperature",62.254
2023,"11-7","MAL","wtemp","F","WaterTemperature",62.117
2023,"11-8","MAL","wtemp","F","WaterTemperature",61.85
2023,"11-9","MAL","wtemp","F","WaterTemperature",61.396
2023,"11-10","MAL","wtemp","F","WaterTemperature",61.154
2023,"11-11","MAL","wtemp","F","WaterTemperature",61.063
2023,"11-12","MAL","wtemp","F","WaterTemperature",60.925
2023,"11-13","MAL","wtemp","F","WaterTemperature",60.774
2023,"11-14","MAL","wtemp","F","WaterTemperature",60.7
2023,"11-15","MAL","wtemp","F","WaterTemperature",60.346
2023,"11-16","MAL","wtemp","F","WaterTemperature",60.246
2023,"11-17","MAL","wtemp","F","WaterTemperature",60.2
2023,"11-18","MAL","wtemp","F","WaterTemperature",60.154
2023,"11-19","MAL","wtemp","F","WaterTemperature",59.729
2023,"11-20","MAL","wtemp","F","WaterTemperature",59
2023,"11-21","MAL","wtemp","F","WaterTemperature",58.467
2023,"11-22","MAL","wtemp","F","WaterTemperature",58.342
2023,"11-23","MAL","wtemp","F","WaterTemperature",58.171
2023,"11-24","MAL","wtemp","F","WaterTemperature",57.45
2023,"11-25","MAL","wtemp","F","WaterTemperature",56.858
2023,"11-26","MAL","wtemp","F","WaterTemperature",56.4
2023,"11-27","MAL","wtemp","F","WaterTemperature",55.958
2023,"11-28","MAL","wtemp","F","WaterTemperature",55.613
2023,"11-29","MAL","wtemp","F","WaterTemperature",55.417
2023,"11-30","MAL","wtemp","F","WaterTemperature",55.225
2023,"12-1","MAL","wtemp","F","WaterTemperature",54.913
2023,"12-2","MAL","wtemp","F","WaterTemperature",54.883
2023,"12-3","MAL","wtemp","F","WaterTemperature",54.9
2023,"12-4","MAL","wtemp","F","WaterTemperature",54.933
2023,"12-5","MAL","wtemp","F","WaterTemperature",54.875
2023,"12-6","MAL","wtemp","F","WaterTemperature",54.783
2023,"12-7","MAL","wtemp","F","WaterTemperature",54.687
2023,"12-8","MAL","wtemp","F","WaterTemperature",54.296
2023,"12-9","MAL","wtemp","F","WaterTemperature",53.93
2023,"12-10","MAL","wtemp","F","WaterTemperature",53.633
2023,"12-11","MAL","wtemp","F","WaterTemperature",53.5
2023,"12-12","MAL","wtemp","F","WaterTemperature",53.592
2023,"12-13","MAL","wtemp","F","WaterTemperature",53.45
2023,"12-14","MAL","wtemp","F","WaterTemperature",53.246
2023,"12-15","MAL","wtemp","F","WaterTemperature",52.983
2023,"12-16","MAL","wtemp","F","WaterTemperature",52.846
2023,"12-17","MAL","wtemp","F","WaterTemperature",52.592
2023,"12-18","MAL","wtemp","F","WaterTemperature",52.541
2023,"12-19","MAL","wtemp","F","WaterTemperature",52.753
2023,"12-20","MAL","wtemp","F","WaterTemperature",52.883
2023,"12-21","MAL","wtemp","F","WaterTemperature",52.846
2023,"12-22","MAL","wtemp","F","WaterTemperature",52.896
2023,"12-23","MAL","wtemp","F","WaterTemperature",52.813
2023,"12-24","MAL","wtemp","F","WaterTemperature",52.483
2023,"12-25","MAL","wtemp","F","WaterTemperature",52.392
2023,"12-26","MAL","wtemp","F","WaterTemperature",52.317
2023,"12-27","MAL","wtemp","F","WaterTemperature",52.288
2023,"12-28","MAL","wtemp","F","WaterTemperature",52.508
2023,"12-29","MAL","wtemp","F","WaterTemperature",52.771
2023,"12-30","MAL","wtemp","F","WaterTemperature",53.054
2023,"12-31","MAL","wtemp","F","WaterTemperature",53.042
2024,"1-1","MAL","wtemp","F","WaterTemperature",53.138
2024,"1-2","MAL","wtemp","F","WaterTemperature",52.883
2024,"1-3","MAL","wtemp","F","WaterTemperature",52.605
2024,"1-4","MAL","wtemp","F","WaterTemperature",52.425
2024,"1-5","MAL","wtemp","F","WaterTemperature",52.471
2024,"1-6","MAL","wtemp","F","WaterTemperature",52.196
2024,"1-7","MAL","wtemp","F","WaterTemperature",51.676
2024,"1-8","MAL","wtemp","F","WaterTemperature",51.437
2024,"1-9","MAL","wtemp","F","WaterTemperature",51.354
2024,"1-10","MAL","wtemp","F","WaterTemperature",51.054
2024,"1-11","MAL","wtemp","F","WaterTemperature",50.671
2024,"1-12","MAL","wtemp","F","WaterTemperature",50.246
2024,"1-13","MAL","wtemp","F","WaterTemperature",50.117
2024,"1-14","MAL","wtemp","F","WaterTemperature",50.132
2024,"1-15","MAL","wtemp","F","WaterTemperature",50.133
2024,"1-16","MAL","wtemp","F","WaterTemperature",49.933
2024,"1-17","MAL","wtemp","F","WaterTemperature",49.964
2024,"1-18","MAL","wtemp","F","WaterTemperature",49.927
2024,"1-19","MAL","wtemp","F","WaterTemperature",49.925
2024,"1-20","MAL","wtemp","F","WaterTemperature",50.196
2024,"1-21","MAL","wtemp","F","WaterTemperature",50.433
2024,"1-22","MAL","wtemp","F","WaterTemperature",50.808
2024,"1-23","MAL","wtemp","F","WaterTemperature",50.958
2024,"1-24","MAL","wtemp","F","WaterTemperature",51.154
2024,"1-25","MAL","wtemp","F","WaterTemperature",51.529
2024,"1-26","MAL","wtemp","F","WaterTemperature",52.046
2024,"1-27","MAL","wtemp","F","WaterTemperature",52.496
2024,"1-28","MAL","wtemp","F","WaterTemperature",52.917
2024,"1-29","MAL","wtemp","F","WaterTemperature",53.242
2024,"1-30","MAL","wtemp","F","WaterTemperature",53.621
2024,"1-31","MAL","wtemp","F","WaterTemperature",53.775
2024,"2-1","MAL","wtemp","F","WaterTemperature",53.863
2024,"2-2","MAL","wtemp","F","WaterTemperature",53.946
2024,"2-3","MAL","wtemp","F","WaterTemperature",54.025
2024,"2-4","MAL","wtemp","F","WaterTemperature",53.896
2024,"2-5","MAL","wtemp","F","WaterTemperature",53.88
2024,"2-6","MAL","wtemp","F","WaterTemperature",53.667
2024,"2-7","MAL","wtemp","F","WaterTemperature",53.096
2024,"2-8","MAL","wtemp","F","WaterTemperature",52.479
2024,"2-9","MAL","wtemp","F","WaterTemperature",52.325
2024,"2-10","MAL","wtemp","F","WaterTemperature",52.129
2024,"2-11","MAL","wtemp","F","WaterTemperature",51.826
2024,"2-12","MAL","wtemp","F","WaterTemperature",51.567
2024,"2-13","MAL","wtemp","F","WaterTemperature",51.458
2024,"2-14","MAL","wtemp","F","WaterTemperature",51.5
2024,"2-15","MAL","wtemp","F","WaterTemperature",51.688
2024,"2-16","MAL","wtemp","F","WaterTemperature",52.046
2024,"2-17","MAL","wtemp","F","WaterTemperature",52.196
2024,"2-18","MAL","wtemp","F","WaterTemperature",52.446
2024,"2-19","MAL","wtemp","F","WaterTemperature",52.779
2024,"2-20","MAL","wtemp","F","WaterTemperature",53.129
2024,"2-21","MAL","wtemp","F","WaterTemperature",53.392
2024,"2-22","MAL","wtemp","F","WaterTemperature",53.542
2024,"2-23","MAL","wtemp","F","WaterTemperature",53.742
2024,"2-24","MAL","wtemp","F","WaterTemperature",54.104
2024,"2-25","MAL","wtemp","F","WaterTemperature",54.579
2024,"2-26","MAL","wtemp","F","WaterTemperature",54.942
2024,"2-27","MAL","wtemp","F","WaterTemperature",55.038
2024,"2-28","MAL","wtemp","F","WaterTemperature",55.196
2024,"2-29","MAL","wtemp","F","WaterTemperature",54.95
2024,"3-1","MAL","wtemp","F","WaterTemperature",54.75
2024,"3-2","MAL","wtemp","F","WaterTemperature",54.342
2024,"3-3","MAL","wtemp","F","WaterTemperature",53.783
2024,"3-4","MAL","wtemp","F","WaterTemperature",53.458
2024,"3-5","MAL","wtemp","F","WaterTemperature",53.133
2024,"3-6","MAL","wtemp","F","WaterTemperature",53.058
2024,"3-7","MAL","wtemp","F","WaterTemperature",53.021
2024,"3-8","MAL","wtemp","F","WaterTemperature",53.304
2024,"3-9","MAL","wtemp","F","WaterTemperature",53.064
2024,"3-10","MAL","wtemp","F","WaterTemperature",53.648
2024,"3-11","MAL","wtemp","F","WaterTemperature",54.1
2024,"3-12","MAL","wtemp","F","WaterTemperature",54.504
2024,"3-13","MAL","wtemp","F","WaterTemperature",54.65
2024,"3-14","MAL","wtemp","F","WaterTemperature",54.625
2024,"3-15","MAL","wtemp","F","WaterTemperature",54.475
2024,"3-16","MAL","wtemp","F","WaterTemperature",54.754
2024,"3-17","MAL","wtemp","F","WaterTemperature",55.213
2024,"3-18","MAL","wtemp","F","WaterTemperature",55.813
2024,"3-19","MAL","wtemp","F","WaterTemperature",56.429
2024,"3-20","MAL","wtemp","F","WaterTemperature",56.975
2024,"3-21","MAL","wtemp","F","WaterTemperature",57.563
2024,"3-22","MAL","wtemp","F","WaterTemperature",58.063
2024,"3-23","MAL","wtemp","F","WaterTemperature",58.146
2024,"3-24","MAL","wtemp","F","WaterTemperature",58.283
